"Nom","Adresse 1","Adresse 2","Code postal","Ville","T้l้phone 1","T้l้phone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activit้"
"BIANCHI JACQUES","","QUARTIER MIRANDE","32110","ST MARTIN D'ARMAGNAC","0562690701","","0562690705","4391A","51208733900010","6 เ 9","charpentes.bianchi@wanadoo.fr","BIANCHI JULIEN","TRAVAUX DE CHARPENTE"
"BODIN XAVIER","","7 Bis RUE FOIRAIL","32190","VIC FEZENSAC","0617702651","","","4391A","50312125300028","Inconnu","","BODIN XAVIER","TRAVAUX DE CHARPENTE"
"BOIS ET RENOVATION SARL","","150 IMPASSE OREE DU BOIS","32600","PUJAUDRAN","0636953641","","","4391A","52094139400022","0","","PIERSON HENRI","TRAVAUX DE CHARPENTE"
"BONIS JEAN PIERRE","","JALIS","32000","AUCH","0562601963","","","4391A","32961677500022","1 เ 2","","BONIS JEAN-PIERRE","TRAVAUX DE CHARPENTE"
"CABAN REMY EURL","","24 RUE MOULIN","32810","CASTIN","0630885728","","","4391A","48133237700011","3 เ 5","","CABAN REMY","TRAVAUX DE CHARPENTE"
"CAMACHO PASCAL","","2 CHEMIN LAS MARRIGUES","32160","JU BELLOC","0562692812","","","4391A","80080795000012","1 เ 2","","MICHELON JEROME","TRAVAUX DE CHARPENTE"
"CAPDEVILLE CEDRIC","","AFAFIAN","32450","CASTELNAU BARBARENS","0607695111","","","4391A","52928940700023","1 เ 2","cedric.capdeville@orange.fr","CAPDEVILLE CEDRIC","TRAVAUX DE CHARPENTE"
"CAPDEVILLE CEDRIC","","BAT M1 A SASIAN","32450","CASTELNAU BARBARENS","0562662584","","","4391A","52928940700023","3 เ 5","","CAPDEVILLE CEDRIC","TRAVAUX DE CHARPENTE"
"CARTIER FRANCIS","","CHEMIN MONGARDIN","32140","MONLAUR BERNET","0562660962","","","4391A","31839928400013","Inconnu","","CARTIER FRANCIS","TRAVAUX DE CHARPENTE"
"CASTAY","","RUE DELOR","32480","LA ROMIEU","0562295743","","","4391A","53992375500018","1 เ 2","contact@mere-eclair.fr","CASTAY LIONEL","TRAVAUX DE CHARPENTE"
"CHARPENTE MENUISERIE GERSOISE","","LIEU DIT CHATEAU VERT","32360","JEGUN","0607618705","","","4391A","52010713700017","1 เ 2","","VILLETET PATRICE","TRAVAUX DE CHARPENTE"
"CHARPENTES MONTAUT","","LIEU DIT LAURON","32800","EAUZE","0624431576","","","4391A","50909157500019","3 เ 5","","MERCADIER PHILIPPE","TRAVAUX DE CHARPENTE"
"CHAUVIN JEAN CLAUDE","","LIEU DIT ARTIGUES","32300","MIRANDE","0687108249","","","4391A","43901420000059","Inconnu","","CHAUVIN JEAN-CLAUDE","TRAVAUX DE CHARPENTE"
"COUTENS & FILS CHARPENTE","","LIEU DIT MOULIN","32550","PESSAN","0562631605","","","4391A","79976601900019","1 เ 2","","COUTENS ERIC","TRAVAUX DE CHARPENTE"
"CR CHARPENTE","","BAT M1 AU BAYLE","32120","MAUVEZIN","0562068123","","","4391A","50779901300010","Inconnu","","CARRERE LIONEL","TRAVAUX DE CHARPENTE"
"CR CHARPENTE","","EN GALOUBET ENCEINTE GALAUBET","32120","SOLOMIAC","0642189004","","","4391A","50779901300010","1 เ 2","crcharpente@gmail.com","CARRERE LIONEL","TRAVAUX DE CHARPENTE"
"DELAERE GUILLAUME","ZI","ROUTE NERAC","32100","CONDOM","0682322049","","","4391A","80375046200019","6 เ 9","","DE LAERE GUILLAUME","TRAVAUX DE CHARPENTE"
"DEROUET ROMAIN","","17 PLACE HOTEL DE VILLE","32230","MARCIAC","0688360712","","","4391A","75005544400012","1 เ 2","","DEROUET ROMAIN","TRAVAUX DE CHARPENTE"
"DERRE ERIC","","LIEU DIT ENGUILLOUX","32390","GAVARRET SUR AULOUSTE","0562059024","","","4391A","47767950000033","1 เ 2","","DERRE ERIC","TRAVAUX DE CHARPENTE"
"DI NATALE FABRICE","BAT 2N","27 CHEMIN MOURROUS","32730","HAGET","0562079357","","","4391A","42352986600026","Inconnu","","DI NATALE FABRICE","TRAVAUX DE CHARPENTE"
"DIANA PIERRE","","35 RUE ECOLE","32120","STE GEMME","0562067965","","","4391A","51803696700025","1 เ 2","","DIANA ALAIN","TRAVAUX DE CHARPENTE"
"DOS SANTOS GUILHERME","","10 AVENUE STADE","32190","VIC FEZENSAC","0645661341","","","4391A","52447157000027","0","","DOS SANTOS GUILHERME","TRAVAUX DE CHARPENTE"
"DOSTES JEAN LOUIS","","LIEU DIT PETIT BOMIT","32100","CASSAIGNE","0662327774","","","4391A","79438406500015","0","","DOSTES JEAN-LOUIS","TRAVAUX DE CHARPENTE"
"DUBOIS CHARLES","","LIEU DIT ABATTUTS","32220","GARRAVET","0562580544","","","4391A","79092546500037","Inconnu","","DUBOIS CHARLES","TRAVAUX DE CHARPENTE"
"DUCERE JEAN","","VILLAGE","32240","MONGUILHEM","0562096611","","","4391A","30678457000013","Inconnu","","DUCERE JEAN","TRAVAUX DE CHARPENTE"
"DUPAU PATRICK","","59 ROUTE VILLAGE","32400","SEGOS","0562094747","","","4391A","45407421200019","0","","DUPAU PATRICK","TRAVAUX DE CHARPENTE"
"E C C M","","LIEU DIT PAUZADE","32700","MARSOLAN","0562689114","","","4391A","45170939800023","1 เ 2","contact@maisonsbois-eccm.com","ROLAND NICOLAS","TRAVAUX DE CHARPENTE"
"ESPOSITO SARL","","LOTISSEMENT LABLANQUE LA SABLIERE","32100","CONDOM","0562282591","","","4391A","49282680500011","1 เ 2","","ESPOSITO JULIEN","TRAVAUX DE CHARPENTE"
"ETS MARTIN JEROME","","5958 LIEU DIT TOUJUN","32460","LE HOUGA","0643654614","","","4391A","83312220300015","0","","MARTIN JEROME","TRAVAUX DE CHARPENTE"
"EURL BOP XAVIER","","ZA MAURANCHE","32290","AIGNAN","0562037536","0686283016","","4391A","33079169000044","3 เ 5","","BOP XAVIER","TRAVAUX DE CHARPENTE"
"FAULONG SEBASTIEN","","QUARTIER GRILLATS","32300","SAUVIAC","0621600670","","","4391A","50425327900013","1 เ 2","","FAULONG SEBASTIEN","TRAVAUX DE CHARPENTE"
"GABARRE","","8 RUE GLEYSETTE","32810","CASTIN","0638100918","","","4391A","44875703900046","Inconnu","","GABARRE MANUEL","TRAVAUX DE CHARPENTE"
"GANCARZ ET FILS","","EN BARRATS","32120","LABRIHE","0562069176","","","4391A","41860007800012","0","","GANCARZ MICHEL","TRAVAUX DE CHARPENTE"
"GANCARZ ET FILS","","1510 A A LABORDENEUVE","32120","MONFORT","0562069176","","","4391A","41860007800012","0","","GANCARZ MICHEL","TRAVAUX DE CHARPENTE"
"GENNARI GILLES","","QUARTIER MANIEU","32100","CONDOM","0952885579","","0957885579","4391A","48097091200022","0","","GENNARI MARC-GILLES","TRAVAUX DE CHARPENTE"
"GRUNASTEL CHRISTOPHE","","LIEU DIT GRECHOUET","32190","CASTILLON DEBATS","0629438435","","","4391A","48383634200038","Inconnu","thouya@free.fr","GRUNASTEL CHRISTOPHE","TRAVAUX DE CHARPENTE"
"HERLAUD FABRICE","","MAISON DE L ECOLE 14 GRAND RUE","32350","LE BROUILH MONBERT","0562065011","","","4391A","45217481600028","0","","HERLAUD FABRICE","TRAVAUX DE CHARPENTE"
"HERMAN REMI","","MAISON CADOT VILLAGE","32360","LAVARDENS","0972804219","","","4391A","84082886700019","Inconnu","","HERMAN REMY","TRAVAUX DE CHARPENTE"
"ISOTEX GASCOGNE","","6 RUE CHATEAU","32330","COURRENSAN","0582880364","","","4391A","80317425900017","Inconnu","","ZERAH JONATHAN","TRAVAUX DE CHARPENTE"
"LABARBE OLIVIER","","34 RUE CASAMONT","32720","BARCELONNE DU GERS","0562084161","","","4391A","3984322520001","3 เ 5","","","TRAVAUX DE CHARPENTE"
"LACOSTE JEAN FRANCOIS","","CRESTIAN","32110","ST MARTIN D'ARMAGNAC","0562088014","","","4391A","40045647100012","3 เ 5","","LACOSTE JEAN","TRAVAUX DE CHARPENTE"
"LAHILLE JEAN PAUL","","LE VILLAGE","32600","BEAUPUY","0562657538","","","4391A","40331734000012","1 เ 2","jean-paul.lahille@orange.fr","LAHILLE JEAN","TRAVAUX DE CHARPENTE"
"LAMARQUE THIERRY","CASTELNAU D AUZAN","350 ROUTE LANCE","32440","CASTELNAU D'AUZAN LABARRER","0562292435","","","4391A","40197520600020","0","","LAMARQUE THIERRY","TRAVAUX DE CHARPENTE"
"LANIESSE SARL","","3 LOTISSEMENT CHANTEGRENOUILLE","32160","PLAISANCE","0646183037","","","4391A","78989168600022","0","","LANIESSE OLIVIER","TRAVAUX DE CHARPENTE"
"LANNES JEAN RENE","","SADEILLAN","32170","SADEILLAN","0562670847","","","4391A","83387625300018","6 เ 9","lannesje@wanadoo.fr","GIGAND ADRIEN","TRAVAUX DE CHARPENTE"
"LARREY CHRISTOPHE","","LIEU DIT LALANNE","32190","JUSTIAN","0562064814","","","4391A","45181836300017","1 เ 2","","LARREY CHRISTOPHE","TRAVAUX DE CHARPENTE"
"LARRIEU JACQUES SARL","","1 RUE COLLEGE","32150","CAZAUBON","0562095095","","","4391A","48015694200017","3 เ 5","","LOUBERE CHRISTOPHE","TRAVAUX DE CHARPENTE"
"LATAPIE CHARPENTE ALUMINIUM","BAT M17","RUE ALBERT DEUMIE","32130","SAMATAN","0562623868","","","4391A","35005373200029","Inconnu","","","TRAVAUX DE CHARPENTE"
"LATAPIE CHARPENTE ALUMINIUM SARL","","ROUTE MONBLANC","32130","SAMATAN","0562623868","","","4391A","35005373200029","Inconnu","","","TRAVAUX DE CHARPENTE"
"LATOUR CHARPENTE","","LIEU DIT CASSE","32500","BRUGNENS","0666514963","","","4391A","83466297500012","Inconnu","","LATOUR LOIC","TRAVAUX DE CHARPENTE"
"LECHOPIER DANIEL","","LIEU DIT LASFOSSES","32240","MAULEON D'ARMAGNAC","0562096385","","","4391A","33387309900050","0","","LECHOPIER DANIEL","TRAVAUX DE CHARPENTE"
"LEMAIRE EURL","","13 AVENUE ANCIENS COM AFN ET TOE","32100","CONDOM","0562680992","","","4391A","50030150200026","1 เ 2","","EURL LEMAIRE","TRAVAUX DE CHARPENTE"
"LISTER ALAN","","LIEU DIT TRAMAILLO","32140","ESCLASSAN LABASTIDE","0562062993","","","4391A","51857466000016","Inconnu","","LISTER ALAN CHARLES","TRAVAUX DE CHARPENTE"
"LOUBERE CHARPENTES","","1 RUE COLLEGE","32150","CAZAUBON","0562095095","","","4391A","48015694200017","3 เ 5","","LOUBERE CHRISTOPHE","TRAVAUX DE CHARPENTE"
"M LISBANI JEAN CLAUDE","","LIEU DIT CAMARADE","32330","GONDRIN","0562291588","","","4391A","75387163100010","3 เ 5","jean-claude.lisbani@wanadoo.fr","LISBANI JEAN-CLAUDE","TRAVAUX DE CHARPENTE"
"MAISONS BOIS AMG GIGAND","","ROUTE STE DODE","32170","SADEILLAN","0562670847","","","4391A","83387625300018","6 เ 9","","GIGAND ADRIEN","TRAVAUX DE CHARPENTE"
"MANIVE CHARPENTE ET COUVERTURE","","220 IMPASSE MANIVE","32400","ST MONT","0787006606","","","4391A","8888063950001","Inconnu","","","TRAVAUX DE CHARPENTE"
"MANOER CHARPENTES EURL","","PLACE POSTE","32310","ST PUY","0562289472","","","4391A","75111154300029","Inconnu","manoercharpentes@orange.fr","MANO R VINCENT","TRAVAUX DE CHARPENTE"
"MARESTAING CHRISTIAN","","LIEU DIT PATIRAS","32200","JUILLES","0562677766","","","4391A","35120765900027","1 เ 2","","MARESTAING CHRISTIAN","TRAVAUX DE CHARPENTE"
"MAS ET CASE","","A VIALOUS A VIALOUS","32300","ST MEDARD","0562700982","","","4391A","83768067700015","1 เ 2","","CAZALAS ARNAUD","TRAVAUX DE CHARPENTE"
"MONCHICOURT BRUNO","","LE BOURG","32700","ST MEZARD","0562288183","","","4391A","33855475100028","0","","MONCHICOURT BRUNO","TRAVAUX DE CHARPENTE"
"MONNOT CHARPENTE","","1168 LIEU DIT MARCADE","32130","MONBLANC","0686707003","","","4391A","80999337100024","Inconnu","","MONNOT GUILLAUME","TRAVAUX DE CHARPENTE"
"MOTHE","","2 RUE GASCOGNE","32410","CASTERA VERDUZAN","0678149441","","","4391A","53119190600019","1 เ 2","","MOTHE VIVIEN","TRAVAUX DE CHARPENTE"
"MOUCHET THIERRY","","5 CITE PIERRE SAUVAGE","32460","LE HOUGA","0687301061","","","4391A","41906247600025","Inconnu","","MOUCHET THIERRY","TRAVAUX DE CHARPENTE"
"MURYN FRERES","","LIEU DIT ARNAUTON","32270","BLANQUEFORT","0562659996","","","4391A","42955763000010","1 เ 2","","MURYN PIERRE","TRAVAUX DE CHARPENTE"
"O'CONNOR JEREMY","","LASBADIES","32100","CONDOM","0562281696","","","4391A","48430871300011","Inconnu","","O CONNOR JETREMY","TRAVAUX DE CHARPENTE"
"PARDES CHARPENTES","","LIEU DIT BEAULIEU","32700","LARROQUE ENGALIN","0562294508","","","4391A","88170972900019","Inconnu","","PARDES BAPTISTE","TRAVAUX DE CHARPENTE"
"PEREIRA TONY","LAS TAPIES","ROUTE EAUZE","32100","CONDOM","0562280251","","","4391A","53329277700018","Inconnu","","PEREIRA ANTONIO","TRAVAUX DE CHARPENTE"
"PIVOTTO ET FILS SARL","","ZA LIEU DIT JAMON","32310","VALENCE SUR BAISE","0632660466","","","4391A","51186498500011","1 เ 2","","PIVOTTO FABIEN","TRAVAUX DE CHARPENTE"
"POLES CHRISTIAN","","HAM BARROT","32360","JEGUN","0562645476","","","4391A","31611946000012","Inconnu","","POLES CHRISTIAN","TRAVAUX DE CHARPENTE"
"PUJOL NICOLAS","","LIEU DIT LASSERRE","32350","BIRAN","0637058041","","","4391A","48806288600020","0","","PUJOL NICOLAS","TRAVAUX DE CHARPENTE"
"QUEMION","","LIEU DIT MESTERBE","32190","CAILLAVET","0562644236","","","4391A","48054455000019","3 เ 5","","QUEMION STEPHANE","TRAVAUX DE CHARPENTE"
"QUERE CHARPENTE","","1 RUE BERLIOZ","32000","AUCH","0667701933","","","4391A","88003850000018","Inconnu","","QUERE ETIENNE","TRAVAUX DE CHARPENTE"
"RG CHARPENTE","","LIEU DIT CAPE","32260","ORBESSAN","0771871557","","0956845881","4391A","84087317800015","0","","DEGUIDA RABAH","TRAVAUX DE CHARPENTE"
"SAS LEBE CHARPENTE","","1 LE VILLAGE","32190","CAZAUX D'ANGLES","0562064190","0631561881","","4391A","34399051100010","3 เ 5","","","TRAVAUX DE CHARPENTE"
"SAS PERRUSSAN FRANCK","","A LA PLAINE","32550","PAVIE","0675559223","","","4391A","89530239600018","Inconnu","perrussan.charpente@gmail.com","PERRUSSAN FRANCK","TRAVAUX DE CHARPENTE"
"SERVICE EXPRESS CHARPENTE SEC","","LIEU DIT BARAQUE","32600","CLERMONT SAVES","0562634215","","","4391A","51066709000029","0","","PETIT BRUNO","TRAVAUX DE CHARPENTE"
"SOFALU","","LIEU DIT BRETOUX","32340","MIRADOUX","0684465958","","","1623Z","82053539100016","0","","VANNESTE MICKAEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"TEKNIBOIS ABRIGERS  ETANCH'LAND","","63 ROUTE TARBES","32720","BARCELONNE DU GERS","0562038048","","","1623Z","80073846000024","0","","CHADUFAUD SEBASTIEN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"TERRADE JEROME","","LIEU DIT PIHORT","32320","POUYLEBON","0641868968","","","1623Z","80412733000012","Inconnu","","TERRADE JEROME","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"THOUX CHARPENTE EURL","","ASPIGUILLOUATS","32430","SIRAC","0616267172","","","4391A","50346051100010","3 เ 5","","PISONI JEAN-VINCENT","TRAVAUX DE CHARPENTE"
"TRADI CARDE","","HALICOT LIEU DIT HALICOT","32130","NOILHAN","0562623602","","","4391A","80802440000018","3 เ 5","tradicarde@orange.fr","LATAPIE JEAN-FRANCOIS","TRAVAUX DE CHARPENTE"
"VMOB VETU BENJAMIN","","LIEU DIT PEYRET","32360","JEGUN","0631621985","","","4391A","84531628000013","0","","VETU BENJAMIN","TRAVAUX DE CHARPENTE"
"WAGNER ERIC","","LIEU DIT FRONTON","32230","TOURDUN","0562093158","","","4391A","50784594900019","1 เ 2","","WAGNER ERIC","TRAVAUX DE CHARPENTE"
"WALCZAK DIETER","","29 AVENUE ELYSEE DUFFRECHOU","32140","MASSEUBE","0607193849","","","4391A","48360685100028","Inconnu","","WALCZAK DIETER","TRAVAUX DE CHARPENTE"
"2G TOITURE SARL","","1 RUE EUGENE DELACROIX","33150","CENON","0674494597","","","4391A","44167641800029","1 เ 2","","GERBAUD FABRICE","TRAVAUX DE CHARPENTE"
"3 HERRERA","BP 50145","41 RUE PROF CALMETTE","33150","CENON","0668401925","","","4391A","80864790300026","3 เ 5","","HERRERA GUILLAUME","TRAVAUX DE CHARPENTE"
"A2C","","101 RUE PRENTIGARDE","33910","ST CIERS D'ABZAC","0619827500","","","4391A","50786514500019","6 เ 9","","LASCAUD GREGORY","TRAVAUX DE CHARPENTE"
"ABRACADABOIS","","LIEU DIT MARUCAT","33690","LAVAZAN","0683316575","","","4391A","53056060600010","0","","BARADAT JULIEN","TRAVAUX DE CHARPENTE"
"ACR 33","ZA LA LANDOTTE","63 AVENUE MAR LECLERC","33450","IZON","0625196224","","","4391A","81966966400016","Inconnu","","SORIA FABRICE","TRAVAUX DE CHARPENTE"
"ACR BOIS","","5 VILLEMON","33660","GOURS","0557696407","","","4391A","80456373200010","Inconnu","","JOQUEL GAEL","TRAVAUX DE CHARPENTE"
"AD CHARPENTE","","2 LIEU DIT BRETIGNAC","33350","LES SALLES DE CASTILLON","0668719928","","","4391A","82996819700014","0","","DELMON ALEXANDRE","TRAVAUX DE CHARPENTE"
"AGULHON JEAN LOUIS","","20 AVENUE JEAN MOULIN","33127","MARTIGNAS SUR JALLE","0556214235","","","4391A","33752280900017","0","contact@charpente-gironde.com","AGULHON JEAN","TRAVAUX DE CHARPENTE"
"ALBERT DAVID","","13 ROUTE PEY BROUSTERA","33340","GAILLAN EN MEDOC","0608632246","","","4391A","75351172400019","Inconnu","f8.aan@wanadoo.fr","ALBERT DAVID","TRAVAUX DE CHARPENTE"
"ALIAS BOIS","","9 IMPASSE CHATEAU","33680","LACANAU","0607682504","","","4391A","44753738200049","Inconnu","","MATHER FLORENT","TRAVAUX DE CHARPENTE"
"ALMEX HABITAT SRL","","21 ROUTE ATLANTIQUE","33680","LACANAU","0684218513","","","4391A","89403862900024","Inconnu","","ALMEX HABITAT S R L","TRAVAUX DE CHARPENTE"
"AM BOIS","","3 Ter CHEMIN BOUCHON","33380","MIOS","0650371140","","","4391A","80075596900014","0","am.bois@hotmail.fr","DE MARCO JEAN-FRANCOIS","TRAVAUX DE CHARPENTE"
"AMICHAEL CHARPENTE COUVERTURE","","34 ROUTE LIBOURNE","33133","GALGON","0625174649","","","4391A","83530957600014","Inconnu","","AQUINO MICHAEL","TRAVAUX DE CHARPENTE"
"ANDRES JEAN MICHEL","","LOTISSEMENT LE BOIS DE ST YVES 7 R BECASSINES","33980","AUDENGE","0557708820","","","4391A","80178818300011","Inconnu","","ANDRES JEAN-MICHEL","TRAVAUX DE CHARPENTE"
"AP CONCEPTION","","27 RUE FRANCOIS ARAGO","33700","MERIGNAC","0556170492","","","4391A","83406433900023","0","","MIRANDE PIERRE","TRAVAUX DE CHARPENTE"
"AQUITAINE CHARPENTE BOIS","","19 ROUTE LAVERGNE","33550","CAPIAN","0667988379","","","4391A","82405979400019","0","contact@aquitainecharpentebois.com","ROYER JULIEN","TRAVAUX DE CHARPENTE"
"AQUITAINE CONCEPTION BOIS ACB","","17 RUE PAUL DETHOMAS","33160","ST MEDARD EN JALLES","0610404066","","","4391A","81196613400017","Inconnu","","GARRIGUE ROMAIN","TRAVAUX DE CHARPENTE"
"ARBA","","2 LIEU DIT COURREGE","33420","ST VINCENT DE PERTIGNAS","0557840257","","0557841438","1623Z","39012289300014","10 เ 19","","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ARNAUD LUDOVIC C C T","","LIEU DIT FREYLON","33760","CANTOIS","0557342643","","","4391A","47767474100012","6 เ 9","","FERNANDES BOTHELO MARIA","TRAVAUX DE CHARPENTE"
"ARTISAN CHARPENTE MENUISERIE EURL","","16 ALLEE CHAMBRELENT","33680","LE PORGE","0698984021","","","4391A","79876047600019","1 เ 2","","PAUL JULIEN","TRAVAUX DE CHARPENTE"
"ASB","","1825 ROUTE COURCOUYAC","33550","HAUX","0668829082","","","4391A","50889446600020","10 เ 19","","VICHERY CHRISTIAN","TRAVAUX DE CHARPENTE"
"ATTITUDE OSSATURE","","3 ALLEE MONGILARD","33470","GUJAN MESTRAS","0669785354","","","4391A","82797462700016","Inconnu","","CAZORLA ALEXANDRE","TRAVAUX DE CHARPENTE"
"AUBERT GUILLAUME","","1 Bis LIEU DIT LAVERGNE SUD","33240","PERISSAC","0689359325","","","4391A","83866554500011","Inconnu","","AUBERT GUILLAUME","TRAVAUX DE CHARPENTE"
"AUBIER EURL","ENTREE 3","32 ROUTE BARADE","33450","ST SULPICE ET CAMEYRAC","0672768660","","","4391A","81227915600010","1 เ 2","","AUBIER NANS","TRAVAUX DE CHARPENTE"
"AUBIN CHARPENTE","","84 RUE OR","33470","GUJAN MESTRAS","0556662735","","","4391A","53534373500028","3 เ 5","","AUBIN PASCAL","TRAVAUX DE CHARPENTE"
"AUGAGNEUR BENJAMIN","","14 CLOS CHEVAL BLANC","33320","EYSINES","0981820083","","","4391A","53154904600039","Inconnu","","AUGAGNEUR BENJAMIN","TRAVAUX DE CHARPENTE"
"AVENIR BOIS PRO","","LIEU DIT FRANCESA","33350","FLAUJAGUES","0658862082","","","4391A","52420534100018","Inconnu","","LARRIBAUD THIBAUT","TRAVAUX DE CHARPENTE"
"B A BOIS","","16 RUE ST ELME","33120","ARCACHON","0557158182","","","4391A","49243995500021","1 เ 2","","COTTIN HENRI","TRAVAUX DE CHARPENTE"
"BAPSALLE DIDIER","","9 COURS ROCHER","33210","LANGON","0556631751","","","4391A","35033875200024","0","","BAPSALLE DIDIER","TRAVAUX DE CHARPENTE"
"BARRAUD HERVE","","20 RUE LACHANAU","33990","HOURTIN","0685020050","","","4391A","48208862200014","0","","BARRAUD HERVE","TRAVAUX DE CHARPENTE"
"BARTH PASCAL","","4 IMPASSE MAYNE FAYOT","33240","LA LANDE DE FRONSAC","0557682802","","","4391A","41941877700035","0","","BARTH PASCAL","TRAVAUX DE CHARPENTE"
"BASSIN BOIS CONSTRUCTION SARL","","30 RUE CAPTAL FRANCOIS DE RUAT","33260","LA TESTE","0644236050","","","4391A","79507272700014","1 เ 2","contact@bassinboisconstruction.fr","COGHE THOMAS","TRAVAUX DE CHARPENTE"
"BASSIN CHARPENTE","","80 ROUTE BORDEAUX","33380","BIGANOS","0648176240","","","4391A","48916541500022","Inconnu","","PETITIER JEAN","TRAVAUX DE CHARPENTE"
"BASSIN OSSATURE BOIS CONST SEGUIN STEVEN","","72 RUE CHANTE CIGALE","33470","GUJAN MESTRAS","0665444705","","","1623Z","88264297800010","Inconnu","","SEGUIN STEVEN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BATI BOIS BORDEAUX","","161 Bis RUE EMILE COMBES","33270","FLOIRAC","0557545251","","","4391A","80506978800034","1 เ 2","","ONILLON ARNAUD","TRAVAUX DE CHARPENTE"
"BATS DIDIER","","4 CHEMIN TAMBOUR","33770","SALLES","0556882522","","0985893755","4391A","81962223400014","Inconnu","","BATS DIDIER","TRAVAUX DE CHARPENTE"
"BBA CHARPENTE","","18 ALLEE MANSART","33470","GUJAN MESTRAS","0642277377","","","4391A","82055449100010","1 เ 2","","BONNIEU LUDOVIC","TRAVAUX DE CHARPENTE"
"BCB","","172 CHEMIN COQUILLAT","33850","LEOGNAN","0557833241","","","4391A","75376403400033","6 เ 9","","BACH ALEXANDRE","TRAVAUX DE CHARPENTE"
"BEIU PAVEL","","RUE TOULOUSE LAUTREC","33400","TALENCE","0786061991","","","4391A","79781441500015","Inconnu","","BEIU PAVEL","TRAVAUX DE CHARPENTE"
"BENJAMIN BOIS & BATIMENT","","70 RUE DUCAU","33000","BORDEAUX","0618312031","","","4391A","85355285900029","Inconnu","","BASTID BENJAMIN","TRAVAUX DE CHARPENTE"
"BERTON ROMAIN","BOIS ET JARDIN","55 RUE REMPARTS","33000","BORDEAUX","0632956281","","","4391A","83475622300014","Inconnu","","BERTON ROMAIN","TRAVAUX DE CHARPENTE"
"BEYLOT RENOVATION","","1 LA CASTAGNETTE","33124","AUROS","0671970414","","","4391A","81421820200012","0","","BEYLOT LAYENS VALERIAN","TRAVAUX DE CHARPENTE"
"BHA CONSTRUCTION","","13 RUE JEAN MOULIN","33310","LORMONT","0607753290","","","4391A","83086910300010","Inconnu","","RUGERY GEOFFREY","TRAVAUX DE CHARPENTE"
"BOB TRENTE TROIS","","204 RUE ST GENES","33000","BORDEAUX","0631896363","","","4391A","87931993700014","Inconnu","","SAINT SUPERY ARNAUD","TRAVAUX DE CHARPENTE"
"BOIS CONCEPT M","BAT BOIS CONCEPT","131 AVENUE MARRONNIERS","33700","MERIGNAC","0658542443","","","1623Z","80069917500025","6 เ 9","boisconceptm@gmail.com","BRUNEL MATHIAS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BORDEAUX CHARPENTE COUVERTURE","","3 RUE EUGENE DELACROIX","33150","CENON","0616183088","","","4391A","52424554500016","3 เ 5","","TRESPALLE DAVID","TRAVAUX DE CHARPENTE"
"BOURHIL HAMID","","7 RUE CAMILLE MAUMEY","33112","ST LAURENT MEDOC","0609151844","","","4391A","49533312200010","Inconnu","","BOURHIL HAMID","TRAVAUX DE CHARPENTE"
