"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité"
"EMC MAINTENANCE","","RUE MARIE PIERRE KOENIG","13480","CABRIES","0611727507","","0442690842","3314Z","4447923940001","1 à 2","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"EMEI","FIGUEROLLES","5 IMPASSE ALFRED DE MUSSET","13500","MARTIGUES","0442441187","","","3314Z","37857530200021","0","","BOCQUILLON JEAN-PIERRE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"ENDEL","","15 RUE LOUIS LEPINE","13500","MARTIGUES","0442113333","","0442050045","3312Z","43827703001219","20 à 49","","BURIN DES ROZIERS EMERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ENDEL","","95 AVENUE GUSTAVE EIFFEL","13340","ROGNAC","0442877060","","","3312Z","43827703000070","100 à 199","","BURIN DES ROZIERS EMERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"GUILLAUME SIMONETTI","","CHEMIN CARRAIRADES","13940","MOLLEGES","0641832642","","","3312Z","88236053000019","Inconnu","","SIMONETTI GUILLAUME","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"IMFS","","47 CHEMIN GIBBES","13014","MARSEILLE","0491029179","","","3314Z","44262165200019","6 à 9","","STORCHI FABRICE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MAC","","RUE RABELAIS","13016","MARSEILLE","0671904227","","","3312Z","44096372600037","1 à 2","","FRESCHI ANGE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MAN INDUSTRIE","","260 ALLEE JEAN PERRIN","13270","FOS SUR MER","0983097297","","","3312Z","75229456100028","10 à 19","","ASCIUTTO VINCENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MDI","LA BERGERIE","QUAI 15 CHEM GAFFE","13250","CORNILLON CONFOUX","0442556424","0699870369","","3312Z","79407287600012","0","","IOB DANIELE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MECANIQUE ROBINETTERIE INDUSTRIELLE","","17 RUE BARTHELEMY THIMONNIER","13500","MARTIGUES","0442130080","","0442130089","3312Z","78275791800043","20 à 49","","WEBER PIERRE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MICROMEGA","ZAC CARREAU DE LA MINE","RUE CARREAU DE LA MINE","13590","MEYREUIL","0442654343","","","3313Z","35092314000064","0","","HOLZER CHRISTIAN","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"MTI","","17 ALLEE EPICEAS","13500","MARTIGUES","0687858649","","","3312Z","48950323500025","6 à 9","","DE FONSECA MANUEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"R&M DIESEL","LES MILLES","115 Bis RUE JEAN DE GUIRAMAND","13090","AIX EN PROVENCE","0651947671","","","3312Z","79540326000024","Inconnu","","REBUFFAT STEPHANE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SEM ATELIER MOTEURS ET VANNES","","17 RUE BERLIN","13127","VITROLLES","0442891121","","0442899821","3314Z","31153304600018","20 à 49","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SERVICES TECHNIQUES BOULANGERIE","","65 LOTISSEMENT JARDINS DE ST MARC","13580","LA FARE LES OLIVIERS","0612434217","","","3312Z","83395308600018","0","","GARCIN ERIK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SOCIETE LETMAN","ZI PALUNETTE","CHEMIN DE LA PETITE CARRAIRE","13220","CHATEAUNEUF LES MARTIGUES","0442810776","","","3313Z","33115337900028","6 à 9","","BERUTTI ROGER","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"SOMAP INDUSTRIE","","12 BOULEVARD SALVADOR ALLENDE","13850","GREASQUE","0442588666","","0442588784","3312Z","52364250200018","Inconnu","","PFLIEGER PASCALE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SUD GLOBAL MAINTENANCE SGM","BAT","VILLA 2 367 QUART POUBLAVEAU","13790","PEYNIER","0442531582","","","3312Z","82429886300013","Inconnu","","BAREK ABDELHAH","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SUD MECA POMPES","C12 12 72 ZAC DES ETANGS CD5","6 RUE COURTINE","13920","ST MITRE LES REMPARTS","0442463973","","0442435184","3312Z","51833373700022","10 à 19","","LOPEZ BRUNO","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"TECHNICAL ENGINEERING","CENTRE DE VIE 0","98 BOULEVARD EUROPE","13127","VITROLLES","0442795947","","","3312Z","37943615700034","3 à 5","","PELTIER FRANCOIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"2LM","","7 RUE ANDRE AMPERE","14120","MONDEVILLE","0231992015","","","3312Z","83972107300014","0","","LEFORESTIER ROMAIN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AITICA","ZI GUIBRAY","RUE PASCAL","14700","FALAISE","0231208290","","0231208289","3312Z","49265142700048","10 à 19","","GILLOT BERTRAND","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ARNAUD FOLLAIN","","16 ROUTE URVILLE","14220","BARBERY","0636512499","","","3312Z","89100128100015","Inconnu","","FOLLAIN ARNAUD","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATELIER DE BOBINAGE ET D'ELECTROMECANIQUE DE N","","RUE COUDRIERS","14123","CORMELLES LE ROYAL","0231846520","","0231843183","3313Z","38779926500039","10 à 19","","","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"BIGEON YANN","","6 RUE BOIS","14370","VIMONT","0672236558","","","3314Z","82113540700012","Inconnu","","BIGEON YANN","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"DEPHAYONS","","ZI MARTRAY","14730","GIBERVILLE","0261535140","","","3312Z","81760233700013","1 à 2","","REBILLON JEAN-FRANCOIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LK ELECTRONIQUE MARINE","","14 QUAI FELIX AUBLET","14520","COMMES","0231219379","","0231211114","3314Z","32994949900019","3 à 5","","LAMARE REGIS","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MAINTENANCE MECANIQUE HYDRAULIQUE S2MH","","5 RUE JACQUES DAGUERRE","14120","MONDEVILLE","0231524311","","0231524362","3312Z","80179323300025","0","","MICHEL ARNAUD","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PEREIRA MANUEL","","45 CHEMIN COUR L'ABBE LEBEDEL","14600","EQUEMAUVILLE","0231894083","","0959234083","3314Z","84157151600019","Inconnu","","PEREIRA JOAO","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"PESTER FRANCE","","40 RUE ALFRED LEFEVRE","14320","ST ANDRE SUR ORNE","0231837902","","","3312Z","41355811500049","6 à 9","","PESTER THOMAS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SMATI SARL","","LA HAIE AUX LOUPS","14620","NORREY EN AUGE","0623001649","","","3312Z","48837102200010","3 à 5","","QUEUDEVILLE HERVE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATELIER BOBINAGE MOTEURS","","9 ALLEE GEORGES POMPIDOU","15000","AURILLAC","0471642080","","","3314Z","38537309700018","1 à 2","","BOISSIER HERVE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"INGELEC","","LABOUYGUES","15130","ARPAJON SUR CERE","0471639613","","","3312Z","48742379000012","Inconnu","","GIARD JACKY","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BCR CHAMPNIERS / BGCR ANGOULEME","","ZA BRANDEAUX","16400","PUYMOYEN","0545210211","","","3314Z","83058477700031","Inconnu","","JOUSSEAUME PHILIPPE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BEMTS BOBINAGE","ZI DE NERSAC","29 ROUTE CHATEAUNEUF","16400","LA COURONNE","0545905004","","0545905832","3314Z","31757581900014","Inconnu","","GADZIALA ALEXANDRINE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BONENFANT PASCAL","","TOUZINAT","16210","ORIVAL","0545981010","","","3312Z","48281472000017","Inconnu","","BONENFANT PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BOUTINES F SARL","","32 RUE DOMINANT","16100","CHATEAUBERNARD","0545320989","","0545351098","3314Z","38415910900022","3 à 5","","MAULARD THIERRY","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"CT CONFORT","","LE BOURG","16120","MOSNAC","0684883997","","","3312Z","48797106100022","1 à 2","","TERRAZA XAVIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DUPAIRAUD MAINTENANCE","","LIEU DIT CHANTALOUETTE","16150","EXIDEUIL","0545841908","","","3312Z","51444852100013","6 à 9","sarl_dupairaud_maintenance@sfr.fr","DUPAIRAUD DIDIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PROD OPTIMA INDUSTRIES","","1 ROUTE PETIT FRESQUET","16400","PUYMOYEN","0608887583","","","3312Z","49258269700016","0","contact@prod-optima.fr","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PUYJALON FRANCIS","","LIEU DIT MESNIERE","16110","MARILLAC LE FRANC","0680342592","","","3312Z","48138380000028","Inconnu","","PUYJALON FRANCIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AMCL","","14 LIEU DIT FLEAU","17430","CABARIOT","0686334327","","","3312Z","51117304900038","1 à 2","","PONCE PIERRE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ASCI DEFENSE","","27 RUE JACQUES DE VAUCANSON","17180","PERIGNY","0546349051","","","3312Z","79751987300021","10 à 19","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AX ENTRETIEN","","3 IMPASSE CROISONNIERE","17330","VERGNE","0546240462","","","3312Z","45092560700019","6 à 9","","HOWELL STEPHEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BARON LAURENT","","2 RUE BOURG","17400","COURCELLES","0642857499","","","3312Z","32281732100027","Inconnu","","BARON LAURENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DUSSAUD MICHELINE","","1 IMPASSE MOULIN DU FORT","17250","PONT L'ABBE D'ARNOULT","0673773524","","","3312Z","49850615300010","0","","DUSSAUD OLIVIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"HYDRO MECA BTP","","9 RUE TAMARIS","17137","L'HOUMEAU","0678415850","","0546522154","3312Z","49536339200012","Inconnu","","VERBOIS MARIUS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MOREAU STEPHANE","","5 HAM GRANGE BRULEE","17260","ST ANDRE DE LIDON","0546977353","","","3312Z","45143448400015","0","","MOREAU STEPHANE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BERRY MAINTENANCE INDUSTRIELLE","","MAINNEUF","18100","ST GEORGES SUR LA PREE","0675902935","","","3312Z","83800982700026","0","","BLONDEL PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BONDON EMMANUEL ETS","","12 RUE CHARDONS","18110","FUSSY","0248694080","","0248693804","3314Z","45344167700011","1 à 2","","BONDON EMMANUEL","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"CARCASSIER SARL","","4 RUE BERTHAUDERIE","18110","ST ELOY DE GY","0248254214","","0248254475","3314Z","45041387700017","0","carcassier@wanadoo.fr","CARCASSIER HERVE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"HYDR'O BERRY","","21 ROUTE BOURGES","18100","VIERZON","0248512103","","","3312Z","83833501600013","Inconnu","","TERCERO OLIVIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MILLET ALAIN","","20 RUE JEAN JAURES","18400","LUNERY","0961521721","","","3314Z","78906822800012","1 à 2","","MILLET ALAIN","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MIV","","ROUTE VIEILFOND","18100","VIERZON","0248529090","","0248522608","3314Z","81011942000018","6 à 9","","BONAVITA PIERRE-MARIE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BOUILLAGUET BERTRAND","","5 RUE ROSIERS","19140","UZERCHE","0607319930","","","3312Z","82398029700019","Inconnu","","BOUILLAGUET BERTRAND","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"FCMS FREDERICK CHEIZE MAINTENANCE","","LE BOURG","19520","MANSAC","0614847345","","","3312Z","50291375900010","0","frederick.cheize@free.fr","CHEIZE FREDERICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"GENESTE MODERN'BOBINAGE ETS","ZI MARQUISIE","4 AVENUE 4 JUILLET 1776","19100","BRIVE LA GAILLARDE","0555872742","","0555871929","3314Z","30863667900059","3 à 5","","JOUSSEAUME PHILIPPE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"LAVAL SARL","","2 RUE LUCIEN SAMPEIX","19000","TULLE","0555201902","0676626098","","3314Z","52763062800024","Inconnu","sarllaval@bbox.fr","THIRIFAYS AURELIEN","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MONSIEUR CORREIA MANUEL","","10 ROUTE LESCURAT","19510","MASSERET","0786544241","","","3312Z","44758936700013","Inconnu","","CORREIA CARLOS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CARLET FABRICE","","VILLAGE CORBARA","20256","CORBARA","0768274706","","","3314Z","82017754100019","0","","CARLET FABRICE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"AEM APPLICATION ELECTRO MECANIQUE","","6 IMPASSE JEAN PERRIN","21300","CHENOVE","0380598308","","0380598324","3314Z","32506953200100","3 à 5","","SIAT JEROME","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BESSIERE PHILIPPE","","6 ROUTE DEPARTEMENTALE 974","21700","CORGOLOIN","0664093418","","","3312Z","49024355700025","1 à 2","contact@bessiere-bm.com","BESSIERE PHILIPPE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BONNET BERTRAND","","4 RUE CLOS MARGOTS","21200","CHOREY","0606919087","","","3312Z","53342229100013","0","","BONNET BERTRAND","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BOURGOGNE MACHINES OUTILS BMO","","16 RUE OUVREE","21200","BEAUNE","0963675294","","","3312Z","4899173100001","0","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"GAUTHEY JULIEN","","14 RUE FRETILLE","21420","PERNAND VERGELESSES","0623365069","","","3312Z","80423714700017","0","","GAUTHEY JULIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MALATIER ETS","","6 BOULEVARD EIFFEL","21600","LONGVIC","0380654200","","0380651205","3314Z","82748652300018","6 à 9","","MALATIER OLIVIER","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"S N S INDUSTRIE SNS INDUSTRIE","","9 RUE INGENIEUR BERTIN","21600","LONGVIC","0380684230","","0380684239","3312Z","39178474100038","10 à 19","contact@sns-industrie.fr","ANDRE CLAUDE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AMMIS","","11 LE BREIL AU PORT","22600","LA MOTTE","0695452184","","","3312Z","89862589200010","Inconnu","","MARTEIL DAMIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ARGOAT ELECTRO BOBINAGE","","34 ZI BELLEVUE","22200","ST AGATHON","0296440019","","0296212582","3314Z","49773973000024","Inconnu","","BOUVRAIE PIERRICK","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"COSSE GUY","","LIEU DIT KERGEFFROY","22580","PLOUHA","0296163839","","","3312Z","38427997200036","0","","COSSE GUY","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LE BESCO YOANN","","OLIVET","22130","BOURSEUL","0663938273","","","3312Z","81123800500011","0","yoannlebesco@gmail.com","LE BESCO YOANN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LEMAITRE PASCAL","","9 RUE 19 MARS 1962","22960","PLEDRAN","0679839328","","","3312Z","49832748500021","Inconnu","","LEMAITRE PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SOS MOTOCULTURE PENGUILY","","4 ROUTE HAIES","22510","PENGUILY","0296302978","","","3312Z","48968464700014","1 à 2","","VERDE OLIVIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MAINTENANCE ENERGIES DU CENTRE","","PERIGORD","23230","GOUZON","0555610260","","","3314Z","80391007400019","1 à 2","","PATERNOSTRE THOMAS","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BGCR BOBINAGE GENIE CHARENTE RIBERAC","ZAE LES CHAUMES","RUE ANDRE CHEMINADE","24600","RIBERAC","0553911472","","","3314Z","83058477700023","1 à 2","","JOUSSEAUME PHILIPPE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"COUDRIN CHRISTOPHE","","LIEU DIT GRANGES","24290","LA CHAPELLE AUBAREIL","0623925786","","","3312Z","75395628300026","Inconnu","","COUDRIN CHRISTOPHE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AMMO ASSISTANCE MAINTENANCE MACHINES OUTILS","","4 RUE GRANGES MATHIEU","25440","CHENECEY BUILLON","0381603153","","","3312Z","39996134100027","0","","MANZONI YANNICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AS TEC","","5 RUE BELLEVUE","25580","ETALANS","0662452383","","","3312Z","50127133200014","Inconnu","","MARGUET SEBASTIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BEAUMONT ERIC","","11 RUE CUVIER","25150","PONT DE ROIDE VERMONDANS","0699335090","","","3312Z","48871357900016","Inconnu","","BEAUMONT ERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CONTIREP SARL","RUE ESSELOTS","RUE ESSELOTS","25700","VALENTIGNEY","0381350626","","0381940171","3314Z","31186577800055","10 à 19","","HEITZ MARIE-FRANCE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MAINT 4","","3 RUE BRUYERES","25220","CHALEZEULE","0381887773","","","3312Z","79958886800023","1 à 2","","DEJEAN JEROME","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MJDM MARCEL ET JULIEN DURET MAINTENANCE","LE VERJOULOT","24 RUE COTE VILLOT","25640","LA TOUR DE SCAY","0381861505","","0381860546","3312Z","48789960100016","1 à 2","marcel.duret@wanadoo.fr","DURET MARCEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CIMAT SATI","","ZI BOIS DES LOTS","26130","ST PAUL TROIS CHATEAUX","0475967930","","0475045125","3313Z","31348432100010","20 à 49","","BRIERE HENRI","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"EDR","","QUARTIER PERON","26350","MONTRIGAUD","0475717336","","","3312Z","44203801400019","3 à 5","","BRET RENE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"FERRIER VINCENT","","CHEMIN BAYET","26120","MONTELIER","0475604562","","","3312Z","83060844400014","0","","FERRIER VINCENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"HTM  HIGH TECH MAINTENANCE","ZA DES LOTS","55 AVENUE LOTS","26600","TAIN L'HERMITAGE","0475071075","","0475080069","3312Z","34515038700016","3 à 5","","DESMARQUOY SAMUEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"M S I","","6 PASSE QUATRE SAISONS","26250","LIVRON SUR DROME","0475855719","","0475613899","3312Z","88067873500015","Inconnu","","BOUDON WILLIAM","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MDI 07 MAINTENANCE DEPANNAGE INDUSTRIEL","","ZA BLACHERONDE","26800","ETOILE SUR RHONE","0679712131","","","3312Z","44116026400020","1 à 2","","MILOCHEVITCH DAVID","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PERIER MAINTENANCE INDUSTRIELLE","","LES PORTERONDS","26400","DIVAJEU","0617537305","","","3312Z","45348298600016","Inconnu","","PERIER MAINTENANCE INDUSTRIELLE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SERCO SAS","","2 RUE ARTISANAT","26200","MONTELIMAR","0475014298","","0476053908","3314Z","45161812800024","6 à 9","","DUCRUIX RODOLPHE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SIREM","","ZI BOIS DES LOTS","26130","ST PAUL TROIS CHATEAUX","0475045125","","","3313Z","31348432100010","20 à 49","","BRIERE HENRI","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"USITEC","ZI ENS 2890 QUINQUIES","ROUTE AEROPORT","26120","CHABEUIL","0475571433","","","3312Z","37905538700029","3 à 5","","JOURDIN THIERRY","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"A 2 M","","76 ROUTE DREUX","27810","MARCILLY SUR EURE","0237820952","","","3312Z","84891771200012","0","","DORIGNEUX JEROME","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ABME SARL","LE MESNIL OUEST","19 ROUTE PONT AUDEMER","27300","COURBEPINE","0232430838","","0232463682","3314Z","34497828300010","1 à 2","abme@orange.fr","MARTEL CHRISTOPHE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"AIR ENERGIE NORMANDIE SARL","","33 RUE ARISTIDE BRIAND","27400","PINTERVILLE","0789461290","","","3312Z","80146691300010","3 à 5","","DUVALET DIDIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATEMIC SARL","","CHEMIN SABLONNIERE","27600","FONTAINE BELLENGER","0232521919","","0232521717","3312Z","42192419200030","20 à 49","atemic@atemic.fr","FARMANEL ERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATI","","17 RUE BOIS GENCELIN","27180","ST SEBASTIEN DE MORSENT","0628724549","","","3314Z","49045322200013","Inconnu","","SCHLOSSAR NICOLAS","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"COSTA INDUSTRIE","","6 CHEMIN PRES","27800","CALLEVILLE","0616350753","","","3312Z","75184333500017","0","","RODRIGUES DA COSTA JORGE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"JMG MAINTENANCE INDUSTRIE","","RUE PASTEUR","27600","GAILLON","0625187094","","","3314Z","49027375200025","Inconnu","","GAMBIER JEAN-MARC","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"PLM","","ZI FONTENELLES","27190","CONCHES EN OUCHE","0232606868","","","3312Z","39186140800030","3 à 5","","PICARD ALAIN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PROFILTRE","","29 RUE OFFRANVILLE","27310","ST OUEN DE THOUBERVILLE","0232205450","","0232564692","3314Z","43485826200042","20 à 49","contact@profiltre.com","JULIEN CEDRIC","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SERVO TECH","ZI","RUE MARCELIN BERTHELOT","27500","PONT AUDEMER","0232560284","","0232576700","3314Z","42257478000033","3 à 5","","BOSSARD ALAIN","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"TEAM TURBO MACHINES","","RUE CAILLEMARE","27310","LA TRINITE DE THOUBERVILLE","0232208572","","","3312Z","81816727200017","20 à 49","","CAPOU LAURENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATELIER REPARATION IND DE VERNOUILLET","","CHEMIN NUISEMENT","28500","VERNOUILLET","0613895120","","","3312Z","53061641600018","3 à 5","","BLAIZE PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATELIERS DROUAIS MAINTENANCE SERVICE SARL ADMS","","9 CHEMIN NUISEMENT","28500","VERNOUILLET","0684709732","","0246830122","3312Z","50970155300018","3 à 5","","CARDOSO ARTUR","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BOBINAGE CHARTRAIN","","15 RUE FONTENAY","28110","LUCE","0237358263","","0237301989","3314Z","80381912700017","3 à 5","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BOBINAGE EURELIEN","","9 RUE FONTENAY","28110","LUCE","0237223460","","","3314Z","82243057500024","Inconnu","","SURAY DANY","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"LOIC CRUARD GROUP","","RUE GRANDS PRES","28240","LA LOUPE","0698701624","","0956086245","3312Z","51253960200031","0","","CRUARD LOIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ROCHE DIDIER","","105 BOULEVARD JEAN JAURES","28200","CHATEAUDUN","0236269829","","","3312Z","82234457800015","Inconnu","","ROCHE DIDIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SMI","","2 RUE BREUIL","28130","VILLIERS LE MORHIER","0237826691","","","3312Z","44517488100018","Inconnu","","LAMET NATHALIE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"STORM","ZI FOSSE ROUGE","10 ROUTE FRAMBOISIERE","28250","TARDAIS","0237378656","","0237379348","3312Z","43902578400026","20 à 49","leroux.storm@wanadoo.fr","LEROUX FRANCOIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
