"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité","Activité","Activité","Activité","Activité"
"YMANCI","CENTRE D AFFAIRES BURO CLUB","2 COURS 30 JUILLET","33000","BORDEAUX","0800860999","","","6492Z","42142273400523","1 à 2","","","COURTIERS D'ASSURANCES","","","",""
"YMANCI","","2 RUE SEZE","33000","BORDEAUX","0556953515","","","6499Z","81790761100021","1 à 2","agence.bordeaux@ymanci.fr","MARTIN PHILIPPE","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"YMANCI MARGAUX PIRONY COURTIER","","183 AVENUE CARNOT","33150","CENON","0699801600","","","","0","","","","COURTIERS D'ASSURANCES","CREDIT IMMOBILIER","","",""
"A FUTE","","7 PLACE PALADILHE","34320","FONTES","0467250069","","","6622Z","89822391200012","Inconnu","","GOETTELMANN ARNAUD","COURTIERS D'ASSURANCES","","","",""
"A2C","","29 ALLEE PAUL RIQUET","34500","BEZIERS","0982432840","","","6622Z","51443026300038","0","","COMMINGES CYRIL","COURTIERS D'ASSURANCES","","","",""
"A2C EXPERT MARION FAGES","","16 RUE DAHLIA","34000","MONTPELLIER","0674554840","","","6920Z","89033233100010","Inconnu","","FAGES MARION","COURTIERS D'ASSURANCES","","","",""
"ABEILLE COURTAGE","","38 RUE PAUL CEZANNE","34500","BEZIERS","0971378349","","","4752A","88522457600011","Inconnu","","LEFEBVRE STEPHANE","COURTIERS D'ASSURANCES","","","",""
"AC ET CA","","4 RUE SALLE L'EVEQUE","34000","MONTPELLIER","0603449575","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ACOR ASSURANCEJARID MOHAMED AGENT GENERAL","","25 RUE PHILIPPE NOIRET","34080","MONTPELLIER","0612123933","","","6622Z","8514688010001","Inconnu","","","COURTIERS D'ASSURANCES","","","",""
"ACRS","","130 RUE BAPTISTOU","34980","ST GELY DU FESC","0467021594","","","6622Z","82393243900032","Inconnu","contact@acrs-assurance-avis.com","JORGE FERREIRA DAVID","COURTIERS D'ASSURANCES","","","",""
"ACS ASSURANCES CONSEILS DU SUD","","823 RUE BEAUREGARD","34980","ST GELY DU FESC","0499529913","","","6622Z","39507473500030","3 à 5","","BANDEVILLE ERIC","COURTIERS D'ASSURANCES","","","",""
"AFER BOTTERO PATRIMOINE CORESPONDANT","IMM OPTIMUM","450 RUE BADEN POWELL","34000","MONTPELLIER","0467697449","","","","0","","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"AFER EPARGNE ACTUELLE CORRESPONDANT","6EME ETAGE","9 BOULEVARD SARRAIL","34000","MONTPELLIER","0179517979","","0153696009","6622Z","75172607600142","1 à 2","","SULTAN ARNAUD","COURTIERS D'ASSURANCES","","","",""
"AGENCE LEM ASSURANCES","","753 RUE MARIUS PETIPA","34080","MONTPELLIER","0467723603","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"AGEO PREVOYANCE CONSEIL SUD","","71 PLACE VAUBAN","34000","MONTPELLIER","0768184715","","","6622Z","82237394000037","1 à 2","","OZIEBALA ERIC","COURTIERS D'ASSURANCES","","","",""
"ANTEPRIMA ASSURANCES SASU","","PLACE DE LA MAIRIE 4BIS R GEORGES BARNOYER","34470","PEROLS","0499752336","","","6622Z","81347650400028","Inconnu","","TESTART MICHAEL","COURTIERS D'ASSURANCES","","","",""
"API COURTAGE","","14 ROUTE LA BOISSIERE","34150","ANIANE","0607437616","","","6619B","82436282600011","Inconnu","","ROURE CAROLINE","COURTIERS D'ASSURANCES","","","",""
"ARTEMIS COURTAGE MONTPELLIER","BAT 9 LE MILLENAIRE LE PHENIX","1350 AVENUE ALBERT EINSTEIN","34000","MONTPELLIER","0972829514","0769366385","","8413Z","13000548115091","10000 et plus","nicolas.corre@artemiscourtage.com","POLE EMPLOI","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","",""
"ASKAPI","","285 CHEMIN ABEILLES","34170","CASTELNAU LE LEZ","0467723088","","","6622Z","81928447200019","Inconnu","","SARABIA LAURIE","COURTIERS D'ASSURANCES","","","",""
"ASSAS PATRIMOINE","","524 RUE RASETEURS","34160","CASTRIES","0467559499","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ASSU 2000","","11 AVENUE GEORGES CLEMENCEAU","34000","MONTPELLIER","0148107125","","","6622Z","30536216202983","1 à 2","marketing@assu2000.fr","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","5 PLACE GARIBALDI","34500","BEZIERS","0148106337","","","6622Z","30536216203445","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","23 AVENUE GEORGES CLEMENCEAU","34500","BEZIERS","0148106349","","","6622Z","30536216203452","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU 2000 ASSURANCES 2000","","279 BOULEVARD LAFAYETTE","34400","LUNEL","0148105378","","","6622Z","30536216203957","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSU2000 ASSURANCES 2000","","10 RUE HONORE EUZET","34200","SETE","0148104077","","","6629Z","30536216204161","1 à 2","","","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"ASSUR POUR TOUS","","22 BOULEVARD GAMBETTA","34800","CLERMONT L'HERAULT","0499913633","","","6622Z","80881488300027","0","","PERIER VINCENT","COURTIERS D'ASSURANCES","","","",""
"ASSUR'POLE","","1744 AVENUE ALBERT EINSTEIN","34000","MONTPELLIER","0467827940","","","6622Z","79341956500023","Inconnu","contact@assurpole.fr","BILLOT BERTRAND","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE EN LIGNE","","3 PLACE HALLES","34190","GANGES","0499648818","","","6622Z","45380890900031","1 à 2","","RICOME BRIGITTE","COURTIERS D'ASSURANCES","","","",""
"ASSURANCE MAUMARIN","","1 AVENUE SAUVAGINE","34920","LE CRES","0615218748","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES CONSEILS DU SUD","","RESIDENCE NEWPORT 23 R RAGUSE","34000","MONTPELLIER","0661524437","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"ASSURANCES LG 3A","","2 QUAI RHIN ET DANUBE","34200","SETE","0467181550","","0467181551","6622Z","43404220600012","1 à 2","","LAUMAS CATHERINE","COURTIERS D'ASSURANCES","","","",""
"ASTTRAL","","11 ROUTE OUPIA","34210","OLONZAC","0468324120","","","6622Z","41167310600034","0","","AASLESTAD JORI","COURTIERS D'ASSURANCES","","","",""
"AU MM PRETCOM","","4 RUE PLACENTIN","34000","MONTPELLIER","0671061711","","","6619B","48987465100040","Inconnu","","FENEUX JEAN-FRANCOIS","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","",""
"AVMAR ASSURANCES","","1 AVENUE FERDINAND DE LESSEPS","34110","FRONTIGNAN","0467539018","","0467431640","6622Z","47954405800015","Inconnu","","FAURE THIERRY","COURTIERS D'ASSURANCES","","","",""
"BELLIL CONSEILS","","18 RUE YVES MONTAND","34080","MONTPELLIER","0467164988","","","7022Z","48197612400026","1 à 2","","BELLIL SADEK","COURTIERS D'ASSURANCES","","","",""
"BLEU ASSURANCES","","2 RUE COPERNIC","34770","GIGEAN","0666217905","","","6629Z","81500248000029","Inconnu","alexandre.richard@bleuassurances.fr","RICHARD ALEXANDRE","COURTIERS D'ASSURANCES","","","",""
"CABINET A I P ASSURANCES INGENIERIE PARTNERS S","","695 AVENUE ROBERT MALTHUS","34470","PEROLS","0467221630","","0467822831","6622Z","45350167800032","1 à 2","","DJARBOUA NORDINE","COURTIERS D'ASSURANCES","","","",""
"CABINET CAZAL CONSEILS","","7 RUE REPUBLIQUE","34600","BEDARIEUX","0467230850","","","6622Z","80952189100014","Inconnu","","CAZAL ARNAUD","COURTIERS D'ASSURANCES","","","",""
"CABINET DI RAGO PETIT CDP","","8 PLACE REPUBLIQUE","34560","VILLEVEYRAC","0430722996","","","6622Z","81878203900023","0","","DI RAGO CORINNE","COURTIERS D'ASSURANCES","","","",""
"CABINET NAVARRO","L'ATRIUM","1 RUE MOURGUETTES","34880","LAVERUNE","0467792442","","","6622Z","45014514900032","1 à 2","","NAVARRO MARC","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"CABINET SETA ASSURANCES RISQUES IND","IMM GREEN VALLEY","849 RUE FAVRE DE ST CASTOR","34080","MONTPELLIER","0980381450","","","6622Z","81451574800014","Inconnu","pascal@cabinet-seta-assurances.fr","SETA PASCAL","COURTIERS D'ASSURANCES","","","",""
"CAP ASSURANCES SANTE","","170 RUE LEON BLUM","34000","MONTPELLIER","0499644399","","","6622Z","82346209800018","3 à 5","","LARTIGUE FREDERIC","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"CAPEI","","4 AVENUE ARISTIDE BRIAND","34760","BOUJAN SUR LIBRON","0764292383","","","7022Z","84995138900014","Inconnu","","ASCHENBRENNER CECILE","COURTIERS D'ASSURANCES","CREDIT IMMOBILIER","","",""
"CCA CONCEPTION","ZAC CLEMENT ADER","15 AVENUE CHARLES CROS","34830","JACOU","0467910597","","0467044117","7022Z","44924560400029","Inconnu","","MULLOR PHILIPPE","COURTIERS D'ASSURANCES","","","",""
"CETRI","","56 IMPASSE ARCHIMEDE","34000","MONTPELLIER","0467691505","","0467691511","6622Z","39849977200059","10 à 19","","GUIZARD PATRICE","COURTIERS D'ASSURANCES","","","",""
"CMCB ASSURANCES","","3 RUE RESERVOIR","34740","VENDARGUES","0434813236","","","6622Z","84476909100019","0","","ORGEVAL MARIE-SYLVAINE","COURTIERS D'ASSURANCES","","","",""
"COGEC","","2 RUE PETIT ST JEAN","34000","MONTPELLIER","0467660119","","0467661012","6622Z","3284610820003","0","cogec@orange.fr","","COURTIERS D'ASSURANCES","","","",""
"CONSEIL GESTION SANTE","","16 IMPASSE JASSET","34070","MONTPELLIER","0699411729","","","6622Z","49077264700056","0","","AUJOULAT CEDRIC","COURTIERS D'ASSURANCES","","","",""
"COURTAGE D'ASSURANCES DE L'HERAULT GIEA ASSURA","JARDIN DE CASTELNAU","25 AVENUE ARISTIDE BRIAND","34170","CASTELNAU LE LEZ","0467630606","","0467630404","6622Z","48050732600027","0","","DERY HENRI","COURTIERS D'ASSURANCES","","","",""
"COURTIER YMANCI DE MONTPELLIER CENTRAL FINANCE","FUTUR BUILDING 1","1280 AVENUE PLATANES","34970","LATTES","0800860999","","","6492Z","42142273400523","1 à 2","","","COURTIERS D'ASSURANCES","","","",""
"CRYSTAL MOBILITY","","939 RUE CROIX VERTE","34000","MONTPELLIER","0142561641","","","6619B","90081820400019","Inconnu","","NARCHAL BRUNO","COURTIERS D'ASSURANCES","","","",""
"DARNE ASSURANCES","PARC D'ACTIVITE","VIA DOMITIA 524 R RASETEURS","34160","CASTRIES","0619325659","","","6622Z","84020702100014","0","","CRETIN CELINE","COURTIERS D'ASSURANCES","","","",""
"DYNALIS COURTAGE","","1 RUE NEFLIERS","34990","JUVIGNAC","0662306697","","","6622Z","44846565800012","Inconnu","","AUNE STANISLAS","COURTIERS D'ASSURANCES","","","",""
"EDDY PACE ASSURANCES","","37 GRAND'RUE MARIO ROUSTAN","34200","SETE","0467189214","","","6622Z","51077478900018","Inconnu","","PACE EDDY","COURTIERS D'ASSURANCES","","","",""
"EXPERTASSURNET REBORN","","227 BOULEVARD LAFAYETTE","34400","LUNEL","0695378574","","","6492Z","80249495500023","0","contact@samuelnasri.fr","NASRI MASSINISSA","COURTIERS D'ASSURANCES","","","",""
"FINANCIEL","LIEU DIT RUE DE LA SOURCE","2 RUE SOURCE","34830","CLAPIERS","0467026838","","0467029203","6622Z","4211218720005","6 à 9","","","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"FIPAGES","","90 RUE DIDIER DAURAT","34170","CASTELNAU LE LEZ","0467990058","","","6831Z","49763624100026","Inconnu","contact@fipimmo.com","COROLLEUR BENEDICTE","COURTIERS D'ASSURANCES","CREDIT IMMOBILIER","","",""
"FIRST CONSEILS SARL","","11 Bis AVENUE ALEXANDRE LAVAL","34510","FLORENSAC","0467777810","","","6619A","38928916600024","0","","MIMARD JACQUES","COURTIERS D'ASSURANCES","","","",""
"FS COURTAGE","","AVENUE JEU DE MAIL","34170","CASTELNAU LE LEZ","0434111249","","","","0","","","","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"FV CONSEIL","","2 RUE CONSULS","34970","LATTES","0616597855","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"GD CREDITS CONSEIL","","CHEMIN MADELEINE","34800","CLERMONT L'HERAULT","0499917578","","0972223254","6499Z","52330040800029","3 à 5","","LE GOC MARIANNE","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"GESTION COM SUD SARL","ZAE CONDAMINES","22 RUE GUSTAVE EIFFEL","34570","PIGNAN","0609697604","","","8559A","49080343400029","0","","BERJONNEAU JEAN-NOEL","COURTIERS D'ASSURANCES","","","",""
"GRAS SAVOIE MEDITERRANEE","FUTURE BUILDING 1","1280 AVENUE PLATANES","34970","LATTES","0467204348","","0491327544","6622Z","31124863700861","3 à 5","","PULLUM ANNE","COURTIERS D'ASSURANCES","","","",""
"GRAS SAVOYE","","160 AVENUE FES","34080","MONTPELLIER","0623884347","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"GROUPE A3A","","68 AVENUE JUSTICE DE CASTELNAU","34090","MONTPELLIER","0466646431","","","6622Z","37766600300043","0","","MARRE SERGE","COURTIERS D'ASSURANCES","","","",""
"HCI COURTAGE","","19 BOULEVARD STRASBOURG","34000","MONTPELLIER","0783492003","","","4645Z","80348410400010","0","","DUSFOUR ISMITH","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","","",""
"HEPTASSUR","","2 RUE CLEMENTVILLE","34070","MONTPELLIER","","","0467340261","","0","","heptassur@numericable.fr","","COURTIERS D'ASSURANCES","","","",""
"IDEALE ASSURANCE","","63 BOULEVARD FREDERIC MISTRAL","34500","BEZIERS","0467483891","","0467281056","6622Z","78881986000016","0","","MARTINEZ PIERRICK","COURTIERS D'ASSURANCES","","","",""
"J'ASSUR IMMO","","12 RUE INDUSTRIE","34880","LAVERUNE","0467428647","","","6622Z","87999039800015","Inconnu","","SCHIRMANN RENAUD","COURTIERS D'ASSURANCES","","","",""
"JEAN BERNARD BLANCA","CARNON PLAGE","29 AVENUE GRASSION CIBRAND","34130","MAUGUIO","0660738187","","","6622Z","52906928800031","Inconnu","jbblanca@hotmail.com","BLANCA JEAN-BERNARD","COURTIERS D'ASSURANCES","","","",""
"JP CONSEILS ASSOCIES","BAT","RESIDENCE VICARELLO 6 PL EUROPE","34170","CASTELNAU LE LEZ","0467412854","","","6622Z","53783501900036","Inconnu","","CULIANEZ OLIVIER","COURTIERS D'ASSURANCES","","","",""
"L B D CONSULTANT","","18 RUE JOE DASSIN","34080","MONTPELLIER","0603372392","","0467723006","6622Z","44962427900021","1 à 2","","BONNAFY-DEROYS LAURENT","COURTIERS D'ASSURANCES","","","",""
"LE COURTIER DU MOTARD","","PARC EUROMEDECINE","34000","MONTPELLIER","0467047016","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"LEADER ASSURANCES","","2 AVENUE GEORGES CLEMENCEAU","34000","MONTPELLIER","0972621767","","","6622Z","42173428600170","0","","","COURTIERS D'ASSURANCES","","","",""
"LEVY EDGAR","","8 RUE FOCH","34000","MONTPELLIER","0467020303","","0467020333","6622Z","43900925900029","1 à 2","edgar.levy.ag@swisslife.fr","LEVY EDGAR","COURTIERS D'ASSURANCES","","","",""
"LITTORAL ASSURANCES","FREJORGUES OUEST","225 RUE ST EXUPERY","34130","MAUGUIO","0467033156","","","6622Z","40865901900058","Inconnu","","BOUVARD JEAN-LUC","COURTIERS D'ASSURANCES","","","",""
"LJL ASSURANCES ENTREPRISES","","11 RUE CLAUDE MONET","34130","MAUGUIO","0660817428","","","6622Z","51829384000022","Inconnu","contactljlassurances@gmail.com","LAFONT PATRICK","COURTIERS D'ASSURANCES","","","",""
"M COURTAGE & CONSEILS","","635 AVENUE MONNAIE","34170","CASTELNAU LE LEZ","0637127746","","","6622Z","89483893700015","Inconnu","","MOURGUES MELANIE","COURTIERS D'ASSURANCES","","","",""
"MAJESTIC ASSURANCES","","102 AVENUE MONTAURY","34490","LIGNAN SUR ORB","0467261802","","","6622Z","41368635300058","Inconnu","","ROMERO MICHEL","COURTIERS D'ASSURANCES","","","",""
"MALAM ALMA MAMAN","","37 RUE FAUBOURG DU COURREAU","34000","MONTPELLIER","0632068470","","","6622Z","50115338100014","Inconnu","","MALAM ALMA MAMAN CHAFFIOU","COURTIERS D'ASSURANCES","","","",""
"MARSSEROU JEAN LUC","BAT","12 RESIDENCE LOTISSEMENT FRIGOULIE 110 R ANDRE MARIE AMPERE","34070","MONTPELLIER","0677292403","","","7410Z","81106910300018","0","","MARSSEROU ARMANCE","COURTIERS D'ASSURANCES","","","",""
"MAURY JEAN FRANCOIS","","854 AVENUE PIC ST LOUP","34090","MONTPELLIER","0611898721","","","6622Z","43822735700037","0","","MAURY JEAN-FRANCOIS","COURTIERS D'ASSURANCES","","","",""
"MERCER FRANCE","CS 17","128 AVENUE FES","34080","MONTPELLIER","0825027000","","","6622Z","39058945500133","50 à 99","","GERAGHTY THOMAS","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","","",""
"MG CONSEIL","","13 RUE SERPOLET","34300","AGDE","0467213061","","","6622Z","80950214900010","0","","MICALLEF GABRIELLE","COURTIERS D'ASSURANCES","","","",""
"MGL COURTAGE","","11 RUE HONORE EUZET","34200","SETE","0467742474","",""," 6622","52417547800014","1 à 2","mglcourtage@orange.fr","LIGUORI MARC","COURTIERS D'ASSURANCES","","","",""
"MIDI COURTAGE SARL","","35 RUE ARISTIDE MAILLOL","34000","MONTPELLIER","0467868223","","","6622Z","51443336600036","0","","ROUX SEBASTIEN","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","","",""
"MISTRAL ASSURANCES SERVICES","","2 BOULEVARD ALEXANDRE DUMAS","34500","BEZIERS","0467307656","","0467902973","6622Z","37764362200022","3 à 5","","SILVESTRE DE SACY OLIVIER","COURTIERS D'ASSURANCES","","","",""
"MMF CONSEILS","LA CROISETTE 2","4 RUE PAUL BAUDASSE","34200","SETE","0610558832","","","6622Z","75229493400027","0","","DESFOUGERES MORGAN","COURTIERS D'ASSURANCES","","","",""
"MOLINES ASSURANCES","","464 RUE PEPINIERE","34000","MONTPELLIER","0632335473","","","6622Z","80137477800018","Inconnu","","MOLINES CHRISTOPHE","COURTIERS D'ASSURANCES","","","",""
"MONTSEGUR ASSURANCES","","LES ARENES","34250","PALAVAS LES FLOTS","0499516024","","","6622Z","37834918700088","1 à 2","agence.pecqueuxpalavas@axa.fr","PEREIRA DA CUNHA CHRISTIAN","COURTIERS D'ASSURANCES","","","",""
"MRF PATRIMOINE","","10 RUE VIGNES","34920","LE CRES","0615931751","","","6622Z","81323123000018","1 à 2","","CLAVE JEAN-MARC","COURTIERS D'ASSURANCES","","","",""
"OCCITASSUR","","VILLA MARCENAC  842 H4 365 CHEM CROIX DE MARCENAC","34200","SETE","0670589261","","","6622Z","82892630300011","Inconnu","","SAEZ-MANZANARES JEREMY","COURTIERS D'ASSURANCES","","","",""
"OXALIS","","1229 AVENUE ST MAUR","34000","MONTPELLIER","0679654603","","","6622Z","88234450000013","Inconnu","","MORGAT ANNE-SOPHIE","COURTIERS D'ASSURANCES","","","",""
"PERSEIDES COURTAGE SARL","","RESIDENCE LE PALAIS 2 BD REPUBLIQUE","34400","LUNEL","0659215032","","0982621904","6820B","8041338900001","0","","","COURTIERS D'ASSURANCES","","","",""
"PHENIX COURTAGE","","335 COUR MESSIER","34000","MONTPELLIER","","","0981408375","6622Z","75074872500017","1 à 2","","ROQUES GEOFFROY","COURTIERS D'ASSURANCES","","","",""
"PLUS ASSURANCES","BAT B","15 BOULEVARD DE LATTRE DE TASSIGNY","34500","BEZIERS","0467906972","",""," 6622","81171905300043","Inconnu","","ARIBAUD CHRISTOPHE","COURTIERS D'ASSURANCES","","","",""
"PRIMASSUR","","8 Bis RUE JARDINS","34200","SETE","0983256659","","","6622Z","84448534200019","0","","MARJANOVIC DAVID","COURTIERS D'ASSURANCES","","","",""
"PROXIMASSURANCE","","23 COURS LIBERTE","34725","ST ANDRE DE SANGONIS","0467576285","","","6622Z","51987858100023","0","kfessy@acfi-solutions.com","BARTHELEMY DIDIER","COURTIERS D'ASSURANCES","","","",""
"RICOME ROUX BRIGITTE CHANTAL","VERT BOIS","3 PLACE CEDRES","34190","GANGES","0820850406","","","6622Z","40043215900020","0","","RICOME BRIGITTE","COURTIERS D'ASSURANCES","","","",""
"ROTMAN HERVE","","38 BOULEVARD FREDERIC MISTRAL","34500","BEZIERS","0467281907","","","6622Z","48022648900031","Inconnu","","ROTMAN HERVE","COURTIERS D'ASSURANCES","","","",""
"RPS IMMO","","15 IMPASSE PERREGAUX","34200","SETE","0966944966","",""," 6820","83014306100018","0","","SCHIRMANN RENAUD","COURTIERS D'ASSURANCES","","","",""
"S O 2 F I","","5 RUE BRASSERIE","34500","BEZIERS","0467493655","0607334526","0467480993","6619B","49099123900016","Inconnu","so2fi@orange.fr","LACROIX SYLVIE","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","COURTIERS PRETS IMMOBILIERS",""
"SAGESSE LOJEMANI","","19 AVENUE SERGENTS","34300","AGDE","0788103794","","","","0","","","","COURTIERS D'ASSURANCES","","","",""
"SAINT AUBIN COURTAGE","","8 RUE ESPINOUSE","34420","CERS","0467374124","","0467375181","6622Z","38912693900039","0","","SAINT AUBIN LAURENT","COURTIERS D'ASSURANCES","","","",""
"SAINT MARTIN COURTAGE","","50 RUE THETIS","34000","MONTPELLIER","","","0467833470","6622Z","40347103000011","Inconnu","","BLACHON FRANK","COURTIERS D'ASSURANCES","","","",""
"SARASSURE","","1095 AVENUE HENRI BECQUEREL","34000","MONTPELLIER","0448200411","0665401923","","6622Z","89903665100011","Inconnu","","RAKOTOMALALA AUDREY","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES",""
"SMK ASSURANCE ET PRET","","12 IMPASSE PLEIN SOLEIL","34790","GRABELS","0601017762","","","6619B","75105292900039","Inconnu","","MICHALEC SEBASTIEN","COURTIERS D'ASSURANCES","","","",""
"STELIA SANTE","","385 RUE ALFRED NOBEL","34000","MONTPELLIER","0486110360","","","7022Z","49328331100022","Inconnu","","STELIA SANTE","COURTIERS D'ASSURANCES","","","",""
"URENIA LAURENCE","","1 PLACE MARCEL COMPAN","34725","ST FELIX DE LODEZ","0612730591","","","6419Z","78995402100018","1 à 2","lfinanceplus34@gmail.com","URENIA LAURENCE","COURTIERS D'ASSURANCES","","","",""
"VERNHET ASSURANCES","","5 RUE MISTRAL","34970","LATTES","0499928017","","0467200506","6820B","87987842900015","Inconnu","","VERNHET STEPHAN","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","","",""
