Nom,Type principal,Site internet (url racine),Téléphone,Téléphone suplémentaire,Fuseau horaire,Adresse 1,Ville,Code postal,Etat,Pays,Email,Page de contact 1,Lien_réseaux_sociaux,Unique_Email,provenance,owner,leadStatus,id,Ref,Nom_listing
Promotrans Lyon Fpc,Centre de formation continue,https://www.promotrans.fr,+33 4 37 25 19 40,+33 4 37 25 19 40,Europe/Paris,"Giratoire, Av. Bernard Vos",Mions,69780,Auvergne-Rhône-Alpes,France,lyon@promotrans.fr,https://www.promotrans.fr/contact-organisme-formation,https://facebook.com/groupepromotrans https://youtube.com/channel/UCO0tVkKbzI0eoFgK-bh8ZCg https://instagram.com/groupepromotrans https://linkedin.com/company/groupe-promotrans,lyon@promotrans.fr,scrap.io,pmonimeau@media-start.fr,NEW,Promotrans Lyon Fpc+33 4 37 25 19 40,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Paterson David Brown,Centre de formation continue,,+33 4 78 03 35 18,+33 4 78 03 35 18,Europe/Paris,8 Rue de la Convention,Villeurbanne,69100,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Paterson David Brown+33 4 78 03 35 18,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Association Ayurveda Mon Ami,Centre de bien-être,https://www.ayurvedamonami.fr,+33 6 88 25 00 37,+33 6 88 25 00 37,Europe/Paris,131 Rue Auguste Aucour,Villefranche-sur-Saone,69400,Auvergne-Rhône-Alpes,France,c.martin@cmayurveda.fr brooklynfit13@gmail.com chrystelle.massage.reiki@gmail.com f.gervason@outlook.fr info-ayurveda@gmx.com,https://www.ayurvedamonami.fr/contact,,c.martin@cmayurveda.fr,scrap.io,pmonimeau@media-start.fr,NEW,Association Ayurveda Mon Ami+33 6 88 25 00 37,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Centre de Formation International,Centre de formation continue,,+33 4 37 70 59 73,+33 4 37 70 59 73,Europe/Paris,23 Rue Renan,Lyon,69007,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Centre de Formation International+33 4 37 70 59 73,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Centre de Formation d'Apprentis du Bâtiment,Centre de formation d'apprentis,https://btpcfa-aura.fr,+33 4 73 44 00 70,+33 4 73 44 00 70,Europe/Paris,4 Rue Louis Dabert,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,France,cfabtp.clermontferrand@btpcfa-aura.fr,https://btpcfa-aura.fr/contact,https://facebook.com/btpcfaaura https://facebook.com/btpcfapuydedome https://youtube.com/channel/UC9S40-CnnEAEhAlPRXJg_Pg https://twitter.com/btpcfaaura https://instagram.com/btpcfaaura https://linkedin.com/company/btpcfaaura,cfabtp.clermontferrand@btpcfa-aura.fr,scrap.io,pmonimeau@media-start.fr,NEW,Centre de Formation d'Apprentis du Bâtiment+33 4 73 44 00 70,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Dexcif International,Centre de formation continue,,+33 7 83 22 02 01,+33 7 83 22 02 01,Europe/Paris,57 Rue du Président Édouard Herriot,Lyon,69002,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Dexcif International+33 7 83 22 02 01,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Neo Management,Centre de formation continue,,+33 4 37 40 39 49,+33 4 37 40 39 49,Europe/Paris,21 Rue de Brest,Lyon,69002,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Neo Management+33 4 37 40 39 49,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Formations Télépilote Drone | DTS Formation | Auvergne Rhône Alpes,Centre de formation continue,,+33 4 28 99 01 46,+33 4 28 99 01 46,Europe/Paris,34 Rue du Dr Abel bureau 117,Valence,26000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Formations Télépilote Drone | DTS Formation | Auvergne Rhône Alpes+33 4 28 99 01 46,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cegid Education,Centre de formation continue,http://url,+33 8 11 88 48 88,+33 8 11 88 48 88,Europe/Paris,52 Quai Paul Sédallian,Lyon,69009,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Cegid Education+33 8 11 88 48 88,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Lycée Jeanne Antide,École professionnelle,http://www.lyceejeanneantide.fr,+33 4 50 43 87 65,+33 4 50 43 87 65,Europe/Paris,55 Imp. du Brévent,Reignier-Esery,74930,Auvergne-Rhône-Alpes,France,reignier@cneap.fr ifap.reignier@cneap.fr contact@lyceejeanneantide.fr,https://www.lyceejeanneantide.fr/contact http://www.lyceejeanneantide.fr/contact,https://facebook.com/lyceejeanneantide https://youtube.com/channel/UCfMAqIR4Vcw6x9DWArG1CTg https://instagram.com/lyceejeanneantide.officiel,reignier@cneap.fr,scrap.io,pmonimeau@media-start.fr,NEW,Lycée Jeanne Antide+33 4 50 43 87 65,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Orphanage Mutualiste De La Police Nationale,Centre de formation continue,,+33 4 72 78 67 66,+33 4 72 78 67 66,Europe/Paris,40 Rue Marius Berliet,Lyon,69008,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Orphanage Mutualiste De La Police Nationale+33 4 72 78 67 66,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Association Kyo Dake Wa Reiki Clermont-Ferrand,Association ou organisation,https://kyodakewareiki.com,+33 6 84 51 19 45,+33 6 84 51 19 45,Europe/Paris,34 Rue Poncillon salle Thomazet N° 2,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,France,,https://kyodakewareiki.com/nous-contacter https://kyodakewareiki.com/nous-contacter/contact,https://facebook.com/wordpresscom,,scrap.io,pmonimeau@media-start.fr,NEW,Association Kyo Dake Wa Reiki Clermont-Ferrand+33 6 84 51 19 45,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Site D'adn Formations,Centre de formation continue,https://adnformations.fr,+33 6 30 84 63 13,+33 6 30 84 63 13,Europe/Paris,9 Rue de Cure Bourse,Eybens,38320,Auvergne-Rhône-Alpes,France,contact@adnformations.fr claudesoullier@gmail.com,https://adnformations.fr/nous-contacter,,contact@adnformations.fr,scrap.io,pmonimeau@media-start.fr,NEW,Site D'adn Formations+33 6 30 84 63 13,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
COMAMICI Comité Dante Alighieri de Grenoble,Centre de formation continue,http://comamici.blogspot.fr,+33 4 76 47 07 01,+33 4 76 47 07 01,Europe/Paris,7 Av. Félix Viallet,Grenoble,38000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,COMAMICI Comité Dante Alighieri de Grenoble+33 4 76 47 07 01,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
C2N Conseil et Formation,Centre de formation continue,http://www.c2n-formation.fr,+33 4 28 70 52 56,+33 4 28 70 52 56,Europe/Paris,44 Avenue Paul Kruger Entrée B Est,Villeurbanne,69100,Auvergne-Rhône-Alpes,France,contact@c2n-formation.fr servicergpd@c2n-formation.fr,,https://facebook.com/c2n-conseil-et-formation-952430811465637 https://facebook.com/cpmeaura/videos/-handicap-entreprise-la-cpme-auvergne-rh%c3%b4ne-alpes-vous-accompagne-/2840678676219599 https://linkedin.com/in/nicole-noirjean-74b83957 https://linkedin.com/in/c%c3%a9dric-nion-606734b9 https://linkedin.com/in/sylviane-gueguen-532225143,contact@c2n-formation.fr,scrap.io,pmonimeau@media-start.fr,NEW,C2N Conseil et Formation+33 4 28 70 52 56,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Iich - School And Training Coaching,Centre de formation continue,https://iich-coaching.com,+33 4 37 69 52 96,+33 4 37 69 52 96,Europe/Paris,5 Rue François Gillet,Lyon,69003,Auvergne-Rhône-Alpes,France,info@iich-coaching.com marketing@iich-coaching.com,https://iich-coaching.com/contact,nan https://linkedin.com/in/bertrand-beauregard-818a3216 https://linkedin.com/in/emilie-barret-511176208,info@iich-coaching.com,scrap.io,pmonimeau@media-start.fr,NEW,Iich - School And Training Coaching+33 4 37 69 52 96,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Romain Rissoan,Service de marketing Internet,https://fr.romain-rissoan.fr,+33 6 81 49 41 02,+33 6 81 49 41 02,Europe/Paris,12 Rue Professeur Weill,Lyon,69006,Auvergne-Rhône-Alpes,France,contact@romain-rissoan.fr,,,contact@romain-rissoan.fr,scrap.io,pmonimeau@media-start.fr,NEW,Romain Rissoan+33 6 81 49 41 02,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Tadlik,Centre de bien-être,https://www.tadlik.eu,+33 7 44 22 88 55,+33 7 44 22 88 55,Europe/Paris,35 Cr d'Herbouville,Lyon,69004,Auvergne-Rhône-Alpes,France,lasfarlakhdar@gmail.com lazar@tadlik.eu lasfar.lakhdar@tadlik.eu,https://www.tadlik.eu/contact,https://facebook.com/tadlik-111118913976393,lasfarlakhdar@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Tadlik+33 7 44 22 88 55,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Abcm Progression,Centre de formation continue,https://abcmprogression.com,+33 6 12 11 03 63,+33 6 12 11 03 63,Europe/Paris,63 Rue André Bollier,Lyon,69007,Auvergne-Rhône-Alpes,France,brunochamodon@abcmprogression.com,https://abcmprogression.com/contact https://abcmprogression.com/contact/demande-inscription-formation,,brunochamodon@abcmprogression.com,scrap.io,pmonimeau@media-start.fr,NEW,Abcm Progression+33 6 12 11 03 63,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Paartner Formation,Centre de formation continue,http://www.paartner-formation.com,+33 4 79 37 08 03,+33 4 79 37 08 03,Europe/Paris,820 840 rue Gustave Eiffel,Gilly-sur-Isère,73200,Auvergne-Rhône-Alpes,France,,http://www.paartner-formation.com/contactez-nous,https://facebook.com/paartnerformation,,scrap.io,pmonimeau@media-start.fr,NEW,Paartner Formation+33 4 79 37 08 03,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Private Vocational School Sainte Marie,Lycée supérieur,,+33 4 77 43 30 50,+33 4 77 43 30 50,Europe/Paris,39 Rue des Frères Chappe,Saint-Étienne,42007,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Private Vocational School Sainte Marie+33 4 77 43 30 50,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
GI-TASS Centre supérieur de formation en Ingénierie Numérique et Industriel,Établissement d'enseignement supérieur,http://www.gi-tass.com,+33 6 17 77 33 80,+33 6 17 77 33 80,Europe/Paris,5 Rue Gentil,Lyon,69002,Auvergne-Rhône-Alpes,France,g.delord@gi-tass.org,,https://facebook.com/gitassbusinessschoollyon https://instagram.com/gitass_centre_de_formation https://linkedin.com/school/gi-tass,g.delord@gi-tass.org,scrap.io,pmonimeau@media-start.fr,NEW,GI-TASS Centre supérieur de formation en Ingénierie Numérique et Industriel+33 6 17 77 33 80,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Clg,Centre de formation continue,,+33 4 78 69 60 06,+33 4 78 69 60 06,Europe/Paris,2 Pl. de Montréal,Lyon,69007,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Clg+33 4 78 69 60 06,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
"Convergence Conseil : Formations, Création D'entreprise Et Bilan De Compétences",Centre de formation continue,http://www.convergenceconseil.fr,+33 9 61 62 61 01,+33 9 61 62 61 01,Europe/Paris,90 Rue Louis Néel,Rives,38140,Auvergne-Rhône-Alpes,France,contact@convergenceconseil.fr,https://www.convergenceconseil.fr/45-contact.html,https://facebook.com/convergenceconseilfr https://instagram.com/convergenceconseilfr https://linkedin.com/company/convergenceconseilfr,contact@convergenceconseil.fr,scrap.io,pmonimeau@media-start.fr,NEW,"Convergence Conseil : Formations, Création D'entreprise Et Bilan De Compétences+33 9 61 62 61 01",L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Fasciaénergéticienne,Centre de formation continue,,+33 6 43 00 41 39,+33 6 43 00 41 39,Europe/Paris,156 Les Jardins,Montségur-sur-Lauzon,26130,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Fasciaénergéticienne+33 6 43 00 41 39,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Ipres,Centre de formation continue,http://ipres.fr,+33 4 75 89 31 35,+33 4 75 89 31 35,Europe/Paris,2 Rue Marc Seguin,Aubenas,07200,Auvergne-Rhône-Alpes,France,secretariat@ipres.fr,https://ipres.fr/2019/contact-2,https://facebook.com/pages/category/education/institut-de-promotion-et-detudes-sociales-777317419034000 https://facebook.com/institut-de-promotion-et-detudes-sociales-777317419034000,secretariat@ipres.fr,scrap.io,pmonimeau@media-start.fr,NEW,Ipres+33 4 75 89 31 35,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Pôle Formation Auvergne CFAI / AFPI,Centre de formation d'apprentis,http://www.pole-formation-auvergne.com,+33 4 70 28 23 12,+33 4 70 28 23 12,Europe/Paris,62 Rue Henri Barbusse,Désertines,03630,Auvergne-Rhône-Alpes,France,,https://www.pole-formation-auvergne.com/contactez-nous.html,https://facebook.com/poleformationauvergne https://youtube.com/channel/UCSaCepfVg1u3IVwnsJ4aLbQ https://twitter.com/pfauvergne https://instagram.com/poleformationauvergne https://linkedin.com/company/poleformationauvergne,,scrap.io,pmonimeau@media-start.fr,NEW,Pôle Formation Auvergne CFAI / AFPI+33 4 70 28 23 12,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Kerma Concept - Formation & Facilitation,Centre de formation continue,http://kermaconcept.com,+33 6 59 19 13 70,+33 6 59 19 13 70,Europe/Paris,10 rue Lucien Cotte,Chatuzange-le-Goubet,26300,Auvergne-Rhône-Alpes,France,kermaconcept@gmail.com,https://kermaconcept.com/contactez-nous http://kermaconcept.com/contactez-nous,https://facebook.com/kermaconcept https://facebook.com/boulangerie-p%c3%a2tisserie-vincent-mours-saint-eus%c3%a8be-1504577139857790 https://youtube.com/channel/UC0F-9Czp8cQMmdLR4fxcVmg https://instagram.com/kermaconcept https://linkedin.com/company/kerma-concept https://linkedin.com/in/sandrine-malmaison-350695107 https://linkedin.com/in/paulinepuzin https://linkedin.com/in/julie-cros-7b5a7321b https://linkedin.com/in/c%c3%a9line-darthenucq-85a536b5,kermaconcept@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Kerma Concept - Formation & Facilitation+33 6 59 19 13 70,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Vac Forma,Centre de formation continue,https://www.vacforma.fr,+33 4 27 77 19 98,+33 4 27 77 19 98,Europe/Paris,51B Rue des Martyrs de la Résistance,Saint-Joseph,42800,Auvergne-Rhône-Alpes,France,contact@vacforma.fr,https://www.vacforma.fr/contactez-nous,https://facebook.com/vacforma,contact@vacforma.fr,scrap.io,pmonimeau@media-start.fr,NEW,Vac Forma+33 4 27 77 19 98,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Sam'sap Association,Friperie,https://www.sam-sap.fr,+33 4 75 35 23 77,+33 4 75 35 23 77,Europe/Paris,"Le Pont, 26 Quai de l'Ardèche",Aubenas,07200,Auvergne-Rhône-Alpes,France,contact@sam-sap.fr referenthandicap@sam-sap.fr,https://www.sam-sap.fr/contact,https://facebook.com/samsap1 https://instagram.com/samsap_aubenas,contact@sam-sap.fr,scrap.io,pmonimeau@media-start.fr,NEW,Sam'sap Association+33 4 75 35 23 77,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Altitude Formation,Centre de formation continue,http://www.altitudeformation.fr,+33 1 64 46 25 66,+33 1 64 46 25 66,Europe/Paris,9 Rue du Moucherotte,Sassenage,38360,Auvergne-Rhône-Alpes,France,florent.begue@orange.com philippe.lecot@orange.com xavier.malan@orange.com olivia.lombardi@altitudeformation.fr solene.fournier@altitudeformation.fr,https://www.altitudeformation.fr/contact-et-acces,https://facebook.com/altitudeformation.hauteur https://youtube.com/channel/UCpwEZoM3wULQdVleoXXNobg https://linkedin.com/company/altitude-formation-officielle,florent.begue@orange.com,scrap.io,pmonimeau@media-start.fr,NEW,Altitude Formation+33 1 64 46 25 66,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cotelle Celine,Centre de formation continue,,+33 6 15 18 63 33,+33 6 15 18 63 33,Europe/Paris,10 All. des Sources,Saint-Genis-les-Ollières,69290,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Cotelle Celine+33 6 15 18 63 33,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
UFCS FR Formation Insertion,Association ou organisation,https://www.ufcsemploiformation.fr,+33 4 78 62 61 61,+33 4 78 62 61 61,Europe/Paris,13 Rue Auguste Lacroix,Lyon,69003,Auvergne-Rhône-Alpes,France,,https://ufcsemploiformation.fr/contact,nan https://linkedin.com/company/ufcs-fr-lyon,,scrap.io,pmonimeau@media-start.fr,NEW,UFCS FR Formation Insertion+33 4 78 62 61 61,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Greta Country Annonéens Et Rhodaniens,Centre de formation continue,,+33 4 74 11 15 20,+33 4 74 11 15 20,Europe/Paris,5 Rue Beyle Stendhal,Roussillon,38150,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Greta Country Annonéens Et Rhodaniens+33 4 74 11 15 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Afergo,Centre de formation continue,https://afergo.fr,+33 6 13 03 25 27,+33 6 13 03 25 27,Europe/Paris,124 Av. du Limousin,Clermont-Ferrand,63100,Auvergne-Rhône-Alpes,France,info@afergo.com,,,info@afergo.com,scrap.io,pmonimeau@media-start.fr,NEW,Afergo+33 6 13 03 25 27,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Docteur-Pc Assistance Informatique,Assistance et services informatiques,http://docteur-pc.fr,+33 6 65 21 33 14,+33 6 65 21 33 14,Europe/Paris,12 Mnt des Sources,Pélussin,42410,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Docteur-Pc Assistance Informatique+33 6 65 21 33 14,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Btp Cfa Savoie,Centre de formation d'apprentis,https://btpcfa-aura.fr,+33 4 79 72 63 63,+33 4 79 72 63 63,Europe/Paris,319 Rue du Clos,Saint-Alban-Leysse,73230,Auvergne-Rhône-Alpes,France,cfabtp.saintalbanleysse@btpcfa-aura.fr,https://btpcfa-aura.fr/contact,https://facebook.com/btpcfaaura https://facebook.com/btpcfasavoie https://youtube.com/channel/UC9S40-CnnEAEhAlPRXJg_Pg https://twitter.com/btpcfaaura https://instagram.com/btpcfaaura https://linkedin.com/company/btpcfaaura,cfabtp.saintalbanleysse@btpcfa-aura.fr,scrap.io,pmonimeau@media-start.fr,NEW,Btp Cfa Savoie+33 4 79 72 63 63,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Certigo Meyzieu / Lyon,Centre de formation continue,https://www.certigo.fr,+33 4 37 20 00 20,+33 4 37 20 00 20,Europe/Paris,9 Av. Maréchal de Lattre de Tassigny,Meyzieu,69330,Auvergne-Rhône-Alpes,France,contact.cy@certigo.fr contact.laferte@certigo.fr contact.grenoble@certigo.fr contact.ancerville@certigo.fr contact.lemans@certigo.fr,https://www.certigo.fr/nous-contacter,nan https://linkedin.com/company/groupeballand,contact.cy@certigo.fr,scrap.io,pmonimeau@media-start.fr,NEW,Certigo Meyzieu / Lyon+33 4 37 20 00 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Trivero Jean Francois,Centre de formation continue,,+33 4 78 42 89 34,+33 4 78 42 89 34,Europe/Paris,41 Rue Saint-Georges,Lyon,69005,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Trivero Jean Francois+33 4 78 42 89 34,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Centre De Formation Adyfor Admr,Centre d'apprentissage,https://www.adyfor.com,+33 4 77 95 00 07,+33 4 77 95 00 07,Europe/Paris,5 Rue Jean-Baptiste Bruget,Saint-Jean-Bonnefonds,42650,Auvergne-Rhône-Alpes,France,,https://www.adyfor.com/nous-contacter-0 https://www.stjean.adyfor.com/nous-contacter,,,scrap.io,pmonimeau@media-start.fr,NEW,Centre De Formation Adyfor Admr+33 4 77 95 00 07,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Board Training Health Prevention,Centre de formation continue,https://www.conseilformationpreventionsante.com,+33 6 80 99 50 59,+33 6 80 99 50 59,Europe/Paris,5 Imp. des Bourrassonnes,Clonas-sur-Varèze,38550,Auvergne-Rhône-Alpes,France,franck.brule@sanitaires3869.fr,,https://facebook.com/conseilformationpreventionsante https://linkedin.com/company/conseil-formation-pr%c3%a9vention-sant%c3%a9,franck.brule@sanitaires3869.fr,scrap.io,pmonimeau@media-start.fr,NEW,Board Training Health Prevention+33 6 80 99 50 59,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
